	fluxes	reduced_costs
y001120	0.5306809319888938	0.0
y001121	0.0	0.0
y001122	0.0	0.0
y001123	0.0	0.0
y001124	0.0	0.0
y001125	0.0	0.0
y001126	0.0	8.881784197001252e-16
y001127	0.0	-1.1102230246251565e-16
y001128	-1.313673409153238e-16	-2.220446049250313e-16
y001129	0.0	0.0
y001130	0.0	-1.1102230246251565e-15
y001131	0.0	-0.013681575022917336
y001132	0.0	0.0
y001133	0.0	0.0
y001134	0.0	0.0
y001135	0.0	0.0
y001136	0.0	0.0
y001137	0.0	0.0
y001139	0.0	0.0
y001146	0.0	0.0
y001147	0.0	0.0
y001149	0.0	0.0
y001151	0.0	0.0
y001161	0.0	0.0
y001164	0.0	0.0
y001165	0.0	4.440892098500626e-16
y001166	1.0	0.0
y001167	0.0	0.0
y001168	0.0	0.0
y001169	0.0	0.0
y001170	0.0	0.0
y001171	0.0	0.0
y001172	0.0	-0.041044725068749344
y001173	0.0	0.0
y001174	0.0	-0.041044725068749344
y001175	0.0	-0.013681575022916781
y001176	0.0	0.0
y001177	0.0	0.0
y001179	0.0	0.0
y001180	0.0	-0.8098397887564825
y001181	0.0	-0.8098397887564825
y001182	0.0	0.0
y001183	0.0	0.0
y001184	0.0	0.0
y001186	0.0	0.0
y001187	0.0	0.0
y001188	0.0	0.0
y001189	0.0	0.0
y001190	0.0	0.0
y001191	0.0	-0.0
y001192	0.0	0.0
y001194	0.0	0.0
y001195	0.0	0.0
y001196	0.0	0.0
y001197	0.0	0.0
y001198	0.0	0.0
y001199	0.0	0.0
y001201	0.0	-0.0
y001203	0.0	0.0
y001204	0.0	0.0
y001205	0.0	0.0
y001206	0.0	-0.0
y001207	0.0	0.0
y001209	0.0	0.0
y001210	0.0	0.0
y001211	0.0	0.0
y001213	0.0	0.0
y001214	0.0	0.0
y001215	0.0	0.0
y001216	0.0	0.0
y001217	0.0	0.0
y001218	0.0	0.0
y001219	0.0	0.0
y001221	0.0	0.0
y001222	0.0	0.0
y001223	0.0	0.0
y001224	0.0	0.0
y001225	0.0	0.0
y001226	0.0	-0.013681575022916427
y001227	0.0	0.0
y001229	0.0	-3.7209779589826364
y001230	0.0	0.0
y001231	0.0	0.0
y001232	0.0	-2.220446049250313e-16
y001235	1.4945876108692657e-16	-0.0
y001236	0.0	0.0
y001237	-6.596106494851901e-17	5.551115123125783e-17
y001238	0.0	0.0
y001239	0.0	-0.013681575022916781
y001241	0.0	0.0
y001242	0.0	0.0
y001243	0.0	0.0
y001244	-3.416025429915334e-15	-1.0408340855860843e-17
y001245	3.520734426947222	-1.8041124150158794e-16
y001246	0.0	-0.041044725068752445
y001247	0.0	-0.04104472506875111
y001249	0.0	0.0
y001251	0.0	0.0
y001252	0.0	0.0
y001253	0.0	-0.0
y001254	0.0	0.0
y001255	0.0	0.0
y001256	0.0	-0.0
y001257	0.0	0.0
y001258	0.0	0.0
y001260	0.0	0.0
y001261	0.0	0.0
y001262	0.0	0.0
y001263	0.0	-0.0
y001264	0.0	-0.013681575022916427
y001265	0.0	0.0
y001266	0.0	0.0
y001267	0.0	-0.28454939732661755
y001268	0.0	0.0
y001269	0.0	0.0
y001270	0.0	0.0
y001271	0.0	0.0
y001272	0.0	0.0
y001273	0.0	0.0
y001274	0.0	0.0
y001275	0.0	0.0
y001276	0.0	0.0
y001277	-4.867329767002769	-0.0
y001542	0.0	-2.265340465994452
y001543	0.0	0.0
y001545	0.0	0.0
y001546	0.0	-1.0715409557948323
y001547	0.0	-3.0122997359456
y001548	0.0	0.0
y001549	0.0	0.0
y001550	0.0	0.0
y001551	0.0	-1.0715409557948323
y001552	0.0	-1.214759683134722
y001553	0.0	0.0
y001554	0.0	0.0
y001560	0.0	-0.0
y001562	0.0	0.0
y001563	0.0	0.0
y001564	0.0	0.0
y001565	0.0	0.0
y001566	0.0	0.0
y001567	0.0	-0.0
y001568	0.0	-0.0
y001572	0.0	-3.0505807828597264
y001573	0.0	-0.0
y001574	0.0	-0.0
y001575	0.0	0.0
y001576	0.0	-0.0
y001577	0.0	0.0
y001578	0.0	0.0
y001579	0.0	-0.0
y001580	0.0	0.0
y001581	0.0	0.0
y001582	0.0	-0.0
y001583	0.0	0.0
y001585	0.0	0.0
y001586	0.0	-1.455500677237965
y001587	0.0	0.0
y001588	0.0	0.0
y001589	0.0	0.0
y001590	0.0	0.0
y001591	0.0	0.0
y001595	7.5541789623255e-18	0.0
y001596	0.0	1.5543122344752192e-15
y001598	0.0	-2.848120835670606
y001599	0.0	-0.0
y001600	0.0	-0.0
y001601	0.0	0.0
y001604	0.0	0.0
y001605	0.0	0.0
y001606	0.0	0.0
y001607	0.0	0.0
y001608	0.0	-0.0
y001609	0.0	-0.0
y001610	0.0	0.0
y001611	0.0	0.0
y001619	0.0	0.0
y001621	0.0	3.972516759986888e-16
y001622	0.0	0.0
y001625	0.0	0.0
y001627	0.0	-6.607379841567369
y001628	0.0	0.0
y001629	0.0	0.0
y001630	0.0	-1.370784364696061
y001631	0.0	-0.9849365858997711
y001632	-0.19403209697500656	-0.0
y001633	0.0	0.0
y001634	0.0	-0.8508845138252319
y001635	0.0	0.0
y001637	0.0	0.0
y001638	0.0	0.0
y001639	0.0	-1.5595627368622642
y001640	0.0	-0.0
y001641	0.0	0.0
y001642	0.0	-0.0
y001643	0.0	-3.5157543336388897
y001644	0.0	0.0
y001645	0.0	-0.0
y001647	0.0	-0.0
y001648	0.0	-1.3051401677361052
y001649	0.0	-1.2640954426673559
y001650	0.0	-4.599088807103486
y001651	0.0	0.0
y001652	0.0	0.0
y001654	6.575540700605457e-15	0.0
y001656	0.0	0.0
y001657	0.0	-2.1860146940115706
y001658	0.0	-1.2558044082034707
y001659	0.0	-0.0
y001660	0.0	-0.0
y001661	0.0	-0.0
y001663	-3.4416913763379853e-15	0.0
y001664	7.5541789623255e-18	0.0
y001665	0.0	1.3253287356462806e-15
y001667	1.6633511649861172	0.0
y001668	-3.4416913763379853e-15	0.0
y001669	0.0	-0.0
y001671	0.0	-6.771558741842366
y001672	0.33664883501389076	0.0
y001673	0.0	0.0
y001674	0.0	0.0
y001675	0.0	0.0
y001676	0.0	-0.0
y001677	0.0	-0.0
y001678	0.0	-0.0
y001679	0.0	-0.0
y001680	0.0	-0.0
y001681	0.0	-0.0
y001683	0.0	-3.0396628859914556
y001684	0.0	-0.0
y001686	0.0	0.0
y001687	0.0	-2.0410447250687485
y001691	0.0	0.0
y001694	0.0	-0.0
y001695	0.0	0.0
y001696	-0.8673297670027768	0.0
y001697	0.3366488350138873	0.0
y001698	0.0	-1.7763568394002505e-15
y001699	0.0	-0.0
y001700	0.0	-8.881784197001252e-16
y001701	0.0	0.0
y001702	0.0	-3.3652570083868074
y001703	0.0	-0.0410447250687489
y001704	0.0	2.220446049250313e-16
y001705	0.0	-1.326975961472683
y001706	0.0	0.0
y001707	0.0	0.0
y001708	0.0	0.0
y001709	0.0	-2.2242957409257027
y001710	0.0	-2.2242957409257023
y001711	0.0	0.0
y001712	0.0	-2.372029388023157
y001714	-1.0	-2.265340465994452
y001715	0.0	-2.2242957409257027
y001716	0.0	-1.8877837216620432
y001717	0.0	0.0
y001718	0.0	-1.81937584654746
y001719	0.0	0.0
y001720	0.0	0.0
y001721	0.0	-0.0
y001726	0.0	0.0
y001727	0.0	-4.790630857424313
y001728	0.0	0.0
y001729	0.0	-0.0
y001730	0.0	-0.041044725068749115
y001731	0.0	0.0
y001732	0.0	0.0
y001733	0.0	0.0
y001735	0.0	0.0
y001737	0.0	-0.0
y001738	0.0	0.0
y001743	0.0	0.0
y001745	0.0	-0.0
y001746	-5.351302394088457e-18	-0.0
y001747	0.0	-0.0
y001748	0.0	-0.0
y001749	0.0	0.0
y001751	0.0	0.0
y001752	0.0	-0.0
y001753	0.0	-21.1545060267338
y001754	0.0	0.0
y001757	0.0	-21.67979641816367
y001758	0.0	0.0
y001759	0.0	-0.0
y001760	0.0	-0.0
y001761	0.0	-1.0916255079284762
y001762	0.0	-0.0
y001763	-0.19403209697500656	-0.0
y001764	0.0	-0.9302102858081045
y001765	0.0	0.0
y001766	0.0	0.0
y001770	0.0	0.0
y001771	0.0	-0.0
y001772	0.0	-0.0
y001774	0.0	0.0
y001775	0.0	-0.0
y001776	0.0	0.0
y001777	0.0	0.0
y001788	0.0	-21.1545060267338
y001791	0.0	0.0
y001792	0.0	0.0
y001793	0.0	-0.257186247280786
y001794	0.0	-0.08208945013750268
y001795	0.0	0.0
y001796	0.0	0.0
y001798	0.0	-1.214759683134722
y001800	0.0	-1.507463299175003
y001801	0.0	0.0
y001802	0.0	0.0
y001803	0.0	-0.0
y001805	0.0	-0.0
y001806	0.0	0.0
y001807	0.0	0.0
y001808	0.0	-1.3761749052550893
y001809	-5.351302394088457e-18	0.0
y001810	0.0	-0.5526535414756958
y001811	0.5306809319888905	0.0
y001812	0.0	0.0
y001813	0.0	0.0
y001814	0.0	0.0
y001815	0.0	-0.44596461944699184
y001816	0.0	0.0
y001817	0.0	0.0
y001818	0.0	-1.5486448399939765
y001819	0.0	-0.0
y001820	0.0	-3.5185180117935184
y001822	0.0	-3.5185180117935184
y001823	0.0	0.0
y001824	0.0	-0.04104472506874934
y001825	0.0	-0.0
y001826	0.0	-0.0
y001827	0.0	2.4390212072233908e-15
y001829	0.0	1.3253287356462806e-15
y001830	0.0	0.0
y001831	0.0	0.0
y001832	0.0	0.0
y001833	0.0	-0.0
y001834	0.0	0.0
y001835	0.0	-0.0
y001836	0.0	0.0
y001837	0.0	-2.503454597693283
y001838	0.0	5.551115123125783e-17
y001839	0.0	-0.0
y001840	-7.5541789623255e-18	-0.0
y001841	0.0	-1.477473286724766
y001842	0.0	0.0
y001843	0.0	0.0
y001844	0.0	0.0
y001845	0.0	-0.0
y001846	0.0	0.0
y001847	0.0	-3.4063017334555585
y001848	0.0	0.0
y001849	0.0	0.0
y001851	0.0	0.0
y001852	0.0	0.0
y001853	0.0	0.0
y001854	0.0	0.0
y001855	0.0	0.0
y001856	0.0	0.0
y001857	0.0	0.0
y001858	0.0	0.0
y001859	0.0	0.0
y001860	0.0	0.0
y001861	0.0	0.0
y001862	0.0	0.0
y001863	0.0	0.0
y001864	0.0	0.0
y001865	0.0	0.0
y001866	0.0	0.0
y001867	0.0	0.0
y001868	0.0	0.0
y001869	0.0	-0.0
y001870	0.0	0.0
y001873	0.0	-1.1326702329972238
y001874	0.0	-0.013681575022916892
y001875	0.0	0.0
y001876	0.0	0.0
y001877	0.0	0.0
y001878	0.0	0.0
y001879	0.0	-2.1312883939199043
y001880	0.0	-1.2147596831347214
y001881	0.0	-1.2147596831347216
y001882	0.0	0.0
y001883	0.0	-1.7126869245187555
y001884	0.0	0.0
y001885	0.0	-0.0
y001886	0.0	-0.10668892202870506
y001887	0.0	0.0
y001889	0.0	-1.5621895992666692
y001890	0.0	-0.0
y001891	0.0	-1.60323432433542
y001892	0.0	0.0
y001893	0.0	-2.4624098726245336
y001895	0.0	0.0
y001896	0.0	-1.5375901273754669
y001897	0.0	-2.763267707378476
y001898	0.0	0.0
y001899	0.0	-2.9958544827680593
y001900	0.0	-2.8070761106018542
y001901	0.0	0.0
y001902	0.0	-2.9000834576076477
y001903	0.0	-3.953427918621999
y001904	0.0	-1.843975318438659
y001905	0.0	-0.0
y001906	0.0	-0.9849365858997701
y001907	0.0	-0.0
y001908	0.0	0.0
y001909	0.0	0.0
y001910	0.0	0.0
y001911	0.0	-1.5375901273754669
y001912	0.0	-4.711305085441444
y001913	0.0	-3.7783311214787108
y001914	0.0	-2.237977315948613
y001915	0.0	-18.83443926064767
y001916	0.0	-7.767413224610434
y001919	0.0	-2.8481208356706036
y001920	0.0	0.0
y001921	0.0	0.0
y001922	0.0	0.0
y001923	0.0	0.0
y001924	0.0	0.0
y001925	0.0	0.0
y001926	0.0	0.0
y001927	0.0	0.0
y001928	0.0	0.0
y001929	0.0	0.0
y001930	0.0	0.0
y001931	0.0	0.0
y001932	0.0	-0.0
y001935	0.0	0.0
y001937	0.0	0.0
y001938	0.0	0.0
y001939	0.0	0.0
y001940	0.0	0.0
y001941	0.0	0.0
y001942	0.0	0.0
y001943	0.0	0.0
y001944	0.0	0.0
y001945	0.0	0.0
y001946	0.0	0.0
y001947	0.0	-2.265340465994452
y001952	0.0	0.0
y001963	0.0	-0.0
y001964	0.0	0.0
y001965	-0.2653404659944453	-0.0
y001966	0.0	-0.0
y001967	-1.4945876108692657e-16	0.0
y001968	0.0	-2.106688922028706
y001970	0.0	-0.0
y001971	0.0	-0.0
y001972	0.0	0.0
y001976	0.0	0.0
y001977	0.0	0.0
y001978	0.9029839515124973	0.0
y001979	0.9029839515124973	0.0
y001980	0.0	0.0
y001981	0.0	0.0
y001984	0.0	-3.8056942715245428
y001987	0.0	-1.8166121683928251
y001988	0.0	-0.0
y001989	0.0	-1.108070761106017
y001991	0.0	0.0
y001992	-0.9029839515124973	0.0
y001993	0.0	-9.737286396409974
y001994	0.0	-9.843975318438678
y001995	0.0	0.0
y001996	0.0	0.0
y001999	0.0	0.0
y002000	0.0	0.0
y002001	0.0	0.0
y002002	0.0	-0.0
y002003	0.0	0.0
y002004	0.0	0.0
y002005	3.416025429915334e-15	0.0
y002008	0.0	-0.0
y002020	0.0	0.0
y002022	0.0	0.0
y002023	0.0	-0.0
y002024	0.0	-0.04104472506874934
y002028	0.0	0.0
y002029	0.0	0.0
y002032	0.5306809319888928	0.0
y002033	0.0	-0.9849365858997703
y002034	0.6019893010083314	0.0
y002036	0.0	0.0
y002037	0.0	-0.0
y002038	0.0	0.0
y002039	0.0	0.0
y002040	0.0	0.0
y002041	0.0	0.0
y002042	0.0	0.0
y002043	0.0	-6.52529039142987
y002044	0.0	0.0
y002045	-0.2653404659944453	-0.0
y002046	0.0	-4.361111491154885
y002049	0.0	0.0
y002051	0.0	-1.6934779931865784
y002052	0.0	-1.6934779931865784
y002053	0.0	0.0
y002054	0.0	0.0
y002055	0.0	-11.00677237963636
y002056	0.0	-1.26672230507176
y002057	0.0	0.0
y002058	0.0	-4.489636206920155
y002060	0.0	0.0
y002061	0.0	0.0
y002062	0.0	0.0
y002063	0.0	0.0
y002066	0.0	-0.0
y002067	0.0	0.0
y002068	0.0	-0.0
y002072	0.0	-0.01368157502291667
y002073	0.0	0.0
y002075	0.0	0.0
y002079	0.0	-0.0
y002080	0.0	0.0
y002082	0.0	-4.752349810510194
y002083	0.0	0.0
y002084	0.0	0.0
y002085	0.0	0.0
y002086	0.0	-3.81937584654746
y002087	0.0	-0.0
y002089	0.0	0.0
y002090	0.0	-1.285931236403934
y002091	0.0	0.0
y002092	0.0	-3.2421228331805594
y002093	-4.04868308942193e-17	-0.0
y002094	0.0	-0.0
y002095	0.0	0.0
y002096	-5.592042795966664	-0.0
y002097	0.0	-0.0
y002098	0.0	-0.0
y002099	0.0	0.0
y002100	4.867329767002772	0.0
y002101	0.0	0.0
y002102	0.0	0.0
y002103	0.0	0.0
y002104	0.0	-1.9944726436907483
y002105	0.0	0.0
y002106	0.0	0.0
y002107	0.0	-0.0
y002111	0.0	0.0
y002112	0.0	-0.0
y002115	0.0	0.0
y002116	0.0	-0.027363150045833784
y002117	0.0	0.0
y002118	0.0	0.0
y002119	1.2221267848347797e-17	-0.0
y002125	0.0	-0.0
y002126	0.0	-0.04104472506874937
y002131	0.0	-0.4241288257104143
y002132	0.0	0.0
y002134	0.0	-19.31868492700879
y002136	0.0	0.0
y002137	0.0	-21.50469962102038
y002139	0.0	0.0
y002140	0.0	0.0
y002141	0.0	0.0
y002142	0.0	3.885780586188048e-16
y002143	0.0	-5.551115123125783e-17
y002144	0.0	-1.0259813109685165
y002145	0.0	-5.551115123125783e-17
y002146	0.0	-5.551115123125783e-17
y002147	0.0	-0.10668892202870206
y002148	0.0	-0.0
y002149	0.0	-0.0
y002150	0.0	-0.0
y002151	0.0	-5.551115123125783e-17
y002152	0.0	-5.551115123125783e-17
y002153	0.0	-5.551115123125783e-17
y002154	0.0	0.0
y002155	0.0	0.0
y002156	0.0	0.0
y002157	0.0	0.0
y002158	0.0	-2.220446049250313e-16
y002159	0.0	-2.220446049250313e-16
y002160	0.0	-2.220446049250313e-16
y002161	0.0	-0.2845493973266153
y002162	0.0	-0.28454939732661444
y002163	0.0	-3.469446951953614e-18
y002164	0.0	-3.469446951953614e-18
y002165	0.0	-1.779826286352204e-15
y002166	0.0	-3.469446951953614e-18
y002167	0.0	-1.779826286352204e-15
y002168	0.0	-0.0
y002169	0.0	-0.0
y002170	0.0	0.0
y002171	0.0	-0.0
y002172	0.0	-0.0
y002173	0.0	0.0
y002174	0.0	0.0
y002175	0.0	0.0
y002176	0.0	8.881784197001252e-16
y002177	0.0	-8.881784197001252e-16
y002178	0.0	8.847089727481716e-16
y002179	0.0	8.847089727481716e-16
y002180	0.0	8.847089727481716e-16
y002181	0.0	4.40619762898109e-16
y002182	0.0	0.0
y002183	0.0	0.0
y002184	0.0	0.0
y002185	0.0	0.0
y002186	0.0	0.0
y002187	0.0	-1.8358210997250022
y002188	0.0	0.0
y002189	0.0	-11.113461301665065
y002190	0.0	0.0
y002191	0.0	0.0
y002192	0.0	-0.0
y002193	0.0	-8.752349810510204
y002194	0.0	0.0
y002195	0.0	0.0
y002196	0.0	-0.0
y002197	0.0	-0.0
y002198	0.0	0.0
y002199	0.0	-0.0
y002200	0.0	0.0
y002201	0.0	-8.881784197001252e-16
y002202	0.0	-0.0
y002203	0.0	4.440892098500626e-16
y002204	0.0	-0.0
y002205	0.0	0.0
y002209	0.0	2.220446049250313e-16
y002210	0.0	2.220446049250313e-16
y002211	0.0	2.220446049250313e-16
y002212	0.0	4.440892098500626e-16
y002213	0.0	-2.220446049250313e-16
y002214	0.0	-4.440892098500626e-16
y002215	0.0	-4.440892098500626e-16
y002216	0.0	-4.440892098500626e-16
y002217	0.0	-4.440892098500626e-16
y002218	0.0	-4.440892098500626e-16
y002219	0.0	-0.04104472506874757
y002220	0.0	-0.04104472506874668
y002221	0.0	-0.04104472506874579
y002222	0.0	0.0
y002223	0.0	-0.1094526001833298
y002224	0.0	-0.1094526001833298
y002225	0.0	-0.39400199750994425
y002226	0.0	-0.6785513948365587
y002227	0.0	-0.9631007921631731
y002228	0.0	0.0
y002229	0.0	0.0
y002230	0.0	0.0
y002231	0.0	0.0
y002232	0.0	-0.06840787511458268
y002233	0.0	-2.889165560739355
y002234	0.0	-0.1094526001833298
y002235	0.0	3.469446951953614e-18
y002236	0.0	0.0
y002237	0.0	0.0
y002238	0.0	0.0
y002239	0.0	0.0
y002240	0.0	0.0
y002241	0.0	0.0
y002242	0.0	0.0
y002243	0.0	0.0
y002244	0.0	0.0
y002245	0.0	0.0
y002246	0.0	0.0
y002247	0.0	0.0
y002248	0.0	0.0
y002249	0.0	0.0
y002250	0.0	0.0
y002251	0.0	0.0
y002252	0.0	0.0
y002253	0.0	0.0
y002254	0.0	0.0
y002255	0.0	0.0
y002256	0.0	0.0
y002257	0.0	0.0
y002258	0.0	0.0
y002259	0.0	0.0
y002260	0.0	0.0
y002261	0.0	0.0
y002262	0.0	0.0
y002263	0.0	0.0
y002264	0.0	0.0
y002265	0.0	0.0
y002266	0.0	0.0
y002267	0.0	0.0
y002268	0.0	-4.440892098500626e-16
y002269	0.0	-4.440892098500626e-16
y002270	0.0	-4.440892098500626e-16
y002271	0.0	0.0
y002272	0.0	0.0
y002273	0.0	0.0
y002274	0.0	-4.440892098500626e-16
y002275	0.0	-4.440892098500626e-16
y002276	0.0	-4.440892098500626e-16
y002277	0.0	-4.440892098500626e-16
y002278	0.0	0.0
y002279	0.0	0.0
y002280	0.0	-4.440892098500626e-16
y002281	0.0	-4.440892098500626e-16
y002282	0.0	0.0
y002283	0.0	0.0
y002284	0.0	0.0
y002285	0.0	0.0
y002286	0.0	2.220446049250313e-16
y002287	0.0	2.220446049250313e-16
y002288	0.0	2.220446049250313e-16
y002289	0.0	2.220446049250313e-16
y002290	0.0	-2.220446049250313e-16
y002291	0.0	-2.220446049250313e-16
y002292	0.0	2.220446049250313e-16
y002293	0.0	2.220446049250313e-16
y002294	0.0	-2.220446049250313e-16
y002303	0.0	0.0
y002304	0.0	0.0
y002305	1.313673409153238e-16	-1.5543122344752192e-15
y003252	0.0	-0.06840787511457336
y003253	0.0	-0.06840787511458046
y003254	0.0	-1.1102230246251565e-15
y003255	0.0	-1.7763568394002505e-15
y003256	0.0	-1.1102230246251565e-15
y003257	0.0	-1.7763568394002505e-15
y003258	0.0	-1.1102230246251565e-15
y003259	0.0	0.0
y003260	0.0	2.4424906541753444e-15
y003261	0.0	3.552713678800501e-15
y003262	0.0	8.916478666520788e-16
y003263	0.0	-8.881784197001252e-16
y003508	0.0	0.0
y003509	0.0	0.0
y003510	0.0	-0.0
y003511	0.0	0.0
y003512	0.0	0.0
y003513	0.0	-0.0
y003514	0.0	0.0
y003515	0.0	0.0
y003516	0.0	-0.0
y003517	0.0	0.0
y003518	0.0	-0.0
y003519	0.0	0.0
y003520	0.0	0.0
y003521	0.0	-0.0
y003522	0.0	-0.0
y003523	0.0	-0.0
y003524	0.0	-0.0
y003525	0.0	0.0
y003526	0.0	-0.0
y003527	0.0	0.0
y003528	0.0	0.0
y003529	0.0	0.0
y003530	0.0	2.6645352591003757e-15
y003531	0.0	0.0
y003532	0.0	0.0
y003533	0.0	-0.0
y003534	0.0	0.0
y003535	0.0	0.0
y003536	0.0	0.0
y003537	0.0	-0.0
y003538	0.0	0.0
y003539	0.0	0.0
y003540	0.0	-0.0
y003541	0.0	0.0
y003542	0.0	-0.0
y003543	0.0	-0.0
y003544	0.0	0.0
y003545	0.0	0.0
y003546	0.0	0.0
y003547	0.0	0.0
y003548	0.0	-0.0
y003549	0.0	-0.0
y003550	0.0	-0.0
y003551	0.0	-0.0
y003552	0.0	0.0
y003553	0.0	-0.0
y003570	0.0	0.0
y003571	0.0	0.0
y003572	0.0	-0.0
y003573	0.0	-0.0
y003574	0.0	0.0
y003575	0.0	-0.0
y003576	0.0	0.0
y003577	0.0	0.0
y003578	0.0	1.7763568394002505e-15
y003579	0.0	0.0
y003580	0.0	0.0
y003581	0.0	0.0
y003582	0.0	-0.0
y003583	0.0	0.0
y003584	0.0	-0.0
y003585	0.0	2.220446049250313e-16
y003586	0.0	0.0
y003587	0.0	0.0
y003596	0.0	-0.0
y003597	0.0	-0.0
y003598	0.0	0.0
y003599	0.0	0.0
y003600	0.0	0.0
y003601	0.0	-0.0
y003602	0.0	-0.0
y003603	0.0	-0.0
y003604	0.0	0.0
y003605	0.0	-0.0
y003606	0.0	0.0
y003607	0.0	0.0
y003608	0.0	-0.0
y003609	0.0	0.0
y003610	0.0	0.0
y003611	0.0	-0.0
y003612	0.0	0.0
y003613	0.0	0.0
y003614	0.0	0.0
y003615	0.0	0.0
y003648	0.0	0.0
y003649	0.0	-0.0
y003650	0.0	0.0
y003651	0.0	-0.0
y003652	0.0	0.0
y003653	0.0	0.0
y003662	0.0	0.0
y003663	0.0	-0.0
y003664	0.0	0.0
y003665	0.0	0.0
y003666	0.0	-0.0
y003667	0.0	0.0
y003668	0.0	0.0
y003669	0.0	0.0
y003670	0.0	-0.0
y003671	0.0	0.0
y003678	0.0	-0.0
y003679	0.0	0.0
y003680	0.0	0.0
y003681	0.0	0.0
y003682	0.0	0.0
y003683	0.0	-0.0
y003684	0.0	-0.0
y003717	0.0	-0.0
y003718	0.0	-0.0
y003719	0.0	-0.0
y003720	0.0	-0.0
y003721	0.0	0.0
y003722	0.0	0.0
y003723	0.0	0.0
y003724	0.0	0.0
y003725	0.0	0.0
y003726	0.0	0.0
y003727	0.0	0.0
y003728	0.0	0.0
y003729	0.0	0.0
y003730	0.0	0.0
y003901	0.0	-0.0
y003902	0.0	-0.0
y003927	0.0	0.0
y003928	0.0	0.0
y003937	0.0	0.0
y003938	0.0	-0.0
y003939	0.0	0.0
y003940	0.0	0.0
y003957	0.0	0.0
y003958	0.0	0.0
y003959	0.0	-0.0
y003960	0.0	0.0
y003961	0.0	-0.0
y003962	0.0	-0.0
y003973	0.0	0.0
y003987	0.0	-0.0
y003996	0.0	-0.0
y004005	0.0	-0.0
y004038	0.0	-0.0
y004039	4.8478932846508054e-17	-0.0
y004040	0.0	0.0
y004042	0.0	0.0
y004043	0.0	-2.2242957409257027
y004044	0.0	0.0
y004045	0.0	-0.06840787511458224
y102462	0.0	-0.0
y102512	0.0	-0.04104472506875112
y102542	0.0	0.0
y102584	0.0	-6.294937956790719
y102620	0.0	0.0
y102812	0.0	-8.881784197001252e-16
y102884	0.0	1.7763568394002505e-15
y102948	0.0	-0.0
y103022	0.0	-0.06840787511458934
y103030	0.0	-0.13681575022916448
y103034	0.0	-4.986752192767332
y103042	0.0	0.0
y103046	0.0	-8.881784197001252e-16
y103054	0.0	0.0
y103058	0.0	-15.660891704061203
y103066	0.0	0.0
y103070	0.0	-8.881784197001252e-16
y103078	0.0	-8.532496538856456
y103082	0.0	0.0
y103090	0.0	-2.220446049250313e-16
y103098	0.0	-0.04104472506874757
y103112	0.0	0.0
y103120	0.0	8.743006318923108e-16
y103128	0.0	0.0
y103136	0.0	1.7486012637846216e-15
y103144	0.0	0.0
y103152	0.0	1.7486012637846216e-15
y103160	0.0	0.0
y103168	0.0	8.743006318923108e-16
y103176	0.0	8.743006318923108e-16
y103184	0.0	8.743006318923108e-16
y103192	0.0	0.0
y103200	0.0	8.743006318923108e-16
y103208	0.0	1.7486012637846216e-15
y103216	0.0	0.0
y103224	0.0	-0.04104472506874934
y103232	0.0	-0.04104472506875112
y103240	0.0	0.0
y103244	0.0	0.0
y103248	0.0	0.0
y103296	0.0	0.0
y103304	0.0	0.0
y103308	0.0	0.0
y103312	0.0	0.0
y103316	0.0	-0.06840787511458224
y103324	0.0	-0.06840787511457869
y103332	0.0	-0.0
y103340	0.0	-8.881784197001252e-16
y103554	0.0	0.0
y103562	0.0	0.0
y103588	0.0	-0.0
y103616	0.0	0.0
y103624	0.0	0.0
y103632	0.0	-0.0
y103640	0.0	0.0
y103654	0.0	-0.0
y103672	0.0	0.0
y103685	0.0	0.0
y103731	0.0	0.0
y103739	0.0	-0.0
y103747	0.0	-0.0
y103751	0.0	0.0
y103755	0.0	0.0
y103759	0.0	0.0
y103765	0.0	0.0
y103773	0.0	0.0
y103781	0.0	-0.0
y103789	0.0	0.0
y103797	0.0	-0.0
y103805	0.0	-0.0
y103813	0.0	-0.0
y103821	0.0	0.0
y103829	0.0	-0.0
y103837	0.0	-0.0
y103845	0.0	-0.0
y103853	0.0	0.0
y103861	0.0	0.0
y103869	0.0	0.0
y103877	0.0	-0.0
y103885	0.0	-0.0
y103893	0.0	-0.0
y103903	0.0	0.0
y103911	0.0	-0.0
y103919	0.0	-0.0
y103929	0.0	-0.0
y103941	0.0	0.0
y103949	0.0	0.0
y200001	-1.2255324004983893e-15	0.0
y200002	0.0	0.0
y200003	0.0	-0.054726300091666236
y200004	0.0	2.220446049250313e-16
y200005	0.0	0.0
y200006	0.0	0.0
y200007	0.0	0.0
y200008	-2.627747146133504e-18	-1.1102230246251565e-16
y200009	0.0	0.0
y200010	0.0	1.3877787807814457e-17
y200011	0.0	-1.3877787807814457e-17
y200012	0.0	-1.3877787807814457e-17
y200013	0.0	-0.041044725068749344
y200014	0.0	-0.0410447250687489
y200015	0.0	-0.08208945013749869
y200016	0.0	-0.08208945013749869
y200017	0.0	-0.0
y200018	0.0	0.0
y200019	0.0	0.0
y200020	0.0	0.0
y200021	0.0	0.0
y200022	0.0	0.0
y200023	0.0	0.0
y200024	0.0	0.0
y200025	0.0	0.0
y200026	0.0	-0.0
y200027	0.0	-2.220446049250313e-16
y200028	0.0	-4.440892098500626e-16
y200029	0.0	0.0
y200030	0.0	0.0
